id	name	dateStart	dateEnd	blStart	blEnd	cpStart	cpEnd	ccStart	ccEnd	nfStart	nfEnd	ppStart	ppEnd	pcStart	pcEnd	notes	
282	BiBo	10/07/2019	10/07/2019	00:06:31	00:11:34	00:22:05	00:23:35	00:24:44	00:31:44	00:41:19	00:43:20	00:49:57	00:51:27	00:52:26	00:59:26	
